source_record_id,page,table_index,row_index,in_previous_257,cells_json,coverage_start,coverage_end_exclusive,coverage_status
jair_bolsonaro:0:65,jair_bolsonaro,0,65,True,"[""Ministério do Meio Ambiente"", """", ""Ricardo Salles"", ""NOVO"", ""1 de janeiro de 2019"", ""23 de junho de 2021"", ""[ 60 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
jair_bolsonaro:0:66,jair_bolsonaro,0,66,True,"[""Ministério do Meio Ambiente"", """", ""Joaquim Alvaro Pereira Leite"", ""—"", ""23 de junho de 2021"", ""1 de janeiro de 2023"", ""[ 61 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
jair_bolsonaro:0:67,jair_bolsonaro,0,67,False,"[""Extraordinário de Coordenação do Gabinete de Transição Governamental (criado em novembro de 2022 para a Transição Governamental)"", """", ""Geraldo Alckmin"", ""PSB"", ""1 de novembro de 2022"", ""22 de dezembro de 2022"", ""[ 62 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:1,lula_2023_presente,2,1,False,"[""Ministério"", ""Incumbente"", ""Incumbente"", ""Partido"", ""Posse no dia"", ""Saída no dia"", ""Ref.""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:2,lula_2023_presente,2,2,True,"[""Agricultura e Pecuária"", """", ""Carlos Fávaro"", ""PSD / MT"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:3,lula_2023_presente,2,3,True,"[""Cidades"", """", ""Jader Barbalho Filho"", ""MDB / PA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 6 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:4,lula_2023_presente,2,4,True,"[""Ciência, Tecnologia e Inovação"", """", ""Luciana Santos"", ""PCdoB / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:5,lula_2023_presente,2,5,True,"[""Comunicações"", """", ""Juscelino Filho"", ""UNIÃO / MA"", ""1.º de janeiro de 2023"", ""9 de abril de 2025"", ""[ 7 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:6,lula_2023_presente,2,6,True,"[""Comunicações"", """", ""Sônia Faustino Mendes (interina)"", ""Sem partido"", ""9 de abril de 2025"", ""24 de abril de 2025"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:7,lula_2023_presente,2,7,True,"[""Comunicações"", """", ""Frederico Siqueira"", ""Sem partido/ PE"", ""24 de abril de 2025"", ""Em exercício"", ""[ 8 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:8,lula_2023_presente,2,8,True,"[""Cultura"", """", ""Margareth Menezes"", ""Sem partido/ BA"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 9 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:9,lula_2023_presente,2,9,True,"[""Defesa"", """", ""José Múcio"", ""Sem partido/ PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:10,lula_2023_presente,2,10,True,"[""Desenvolvimento Agrário e Agricultura Familiar"", """", ""Paulo Teixeira"", ""PT / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:11,lula_2023_presente,2,11,True,"[""Desenvolvimento, Indústria, Comércio e Serviços"", """", ""Geraldo Alckmin"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 10 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:12,lula_2023_presente,2,12,True,"[""Desenvolvimento e Assistência Social, Família e Combate à Fome"", """", ""Wellington Dias"", ""PT / PI"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:13,lula_2023_presente,2,13,True,"[""Direitos Humanos e Cidadania"", """", ""Silvio Almeida"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2024"", ""[ 11 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:14,lula_2023_presente,2,14,True,"[""Direitos Humanos e Cidadania"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""6 de setembro de 2024"", ""27 de setembro de 2024"", ""[ 12 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:15,lula_2023_presente,2,15,True,"[""Direitos Humanos e Cidadania"", """", ""Macaé Evaristo"", ""PT / MG"", ""27 de setembro de 2024"", ""Em exercício"", ""[ 13 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:16,lula_2023_presente,2,16,True,"[""Educação"", """", ""Camilo Santana"", ""PT / CE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:17,lula_2023_presente,2,17,True,"[""Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte"", """", ""Márcio França"", ""PSB / SP"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 14 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:18,lula_2023_presente,2,18,True,"[""Esporte"", """", ""Ana Moser"", ""Sem partido/ SC"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 15 ] [ 16 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:19,lula_2023_presente,2,19,True,"[""Esporte"", """", ""André Fufuca"", ""PP / MA"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 17 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:20,lula_2023_presente,2,20,True,"[""Fazenda"", """", ""Fernando Haddad"", ""PT / SP"", ""1.º de janeiro de 2023"", ""19 de março de 2026"", ""[ 18 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:21,lula_2023_presente,2,21,True,"[""Fazenda"", """", ""Dario Durigan"", ""Sem partido/ SP"", ""19 de março de 2026"", ""Em exercício"", ""[ 18 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:22,lula_2023_presente,2,22,True,"[""Gestão e da Inovação em Serviços Públicos"", """", ""Esther Dweck"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:23,lula_2023_presente,2,23,True,"[""Igualdade Racial"", """", ""Anielle Franco"", ""PT / RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:24,lula_2023_presente,2,24,True,"[""Integração e Desenvolvimento Regional"", """", ""Waldez Góes"", ""PDT / AP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:25,lula_2023_presente,2,25,True,"[""Justiça e Segurança Pública"", """", ""Flávio Dino"", ""PSB / MA"", ""1.º de janeiro de 2023"", ""1.º de fevereiro de 2024"", ""[ 19 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:26,lula_2023_presente,2,26,True,"[""Justiça e Segurança Pública"", """", ""Ricardo Lewandowski"", ""Sem partido/ RJ"", ""1.º de fevereiro de 2024"", ""9 de janeiro de 2026"", ""[ 20 ] [ 21 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:27,lula_2023_presente,2,27,True,"[""Justiça e Segurança Pública"", """", ""Manoel Carlos de Almeida Neto (interino)"", ""Sem partido"", ""9 de janeiro de 2026"", ""13 de janeiro de 2026"", ""[ 22 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:28,lula_2023_presente,2,28,True,"[""Justiça e Segurança Pública"", """", ""Wellington César Lima e Silva"", ""Sem partido"", ""13 de janeiro de 2026"", ""Em exercício"", ""[ 23 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:29,lula_2023_presente,2,29,True,"[""Meio Ambiente e Mudança do Clima"", """", ""Marina Silva"", ""REDE / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:30,lula_2023_presente,2,30,True,"[""Minas e Energia"", """", ""Alexandre Silveira"", ""PSD / MG"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:31,lula_2023_presente,2,31,True,"[""Mulheres"", """", ""Cida Gonçalves"", ""PT / MS"", ""1.º de janeiro de 2023"", ""5 de maio de 2025"", ""[ 24 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:32,lula_2023_presente,2,32,True,"[""Mulheres"", """", ""Márcia Lopes"", ""PT / PR"", ""5 de maio de 2025"", ""Em exercício"", ""[ 24 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:33,lula_2023_presente,2,33,True,"[""Pesca e Aquicultura"", """", ""André de Paula"", ""PSD / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:34,lula_2023_presente,2,34,True,"[""Planejamento e Orçamento"", """", ""Simone Tebet"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", ""[ 25 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:35,lula_2023_presente,2,35,True,"[""Portos e Aeroportos"", """", ""Márcio França"", ""PSB / SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 26 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:36,lula_2023_presente,2,36,True,"[""Portos e Aeroportos"", """", ""Sílvio Costa Filho"", ""Republicanos / PE"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 27 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:37,lula_2023_presente,2,37,True,"[""Povos Indígenas"", """", ""Sônia Guajajara"", ""PSOL / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:38,lula_2023_presente,2,38,True,"[""Previdência Social"", """", ""Carlos Lupi"", ""PDT / RJ"", ""1.º de janeiro de 2023"", ""2 de maio de 2025"", ""[ 28 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:39,lula_2023_presente,2,39,True,"[""Previdência Social"", """", ""Wolney Queiroz"", ""PDT / PE"", ""2 de maio de 2025"", ""Em exercício"", ""[ 28 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:40,lula_2023_presente,2,40,True,"[""Relações Exteriores"", """", ""Mauro Vieira"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:41,lula_2023_presente,2,41,True,"[""Saúde"", """", ""Nísia Trindade"", ""Sem partido/ RJ"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ] [ 30 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:42,lula_2023_presente,2,42,True,"[""Saúde"", """", ""Alexandre Padilha"", ""PT / SP"", ""10 de março de 2025"", ""Em exercício"", ""[ 29 ] [ 30 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:43,lula_2023_presente,2,43,True,"[""Trabalho e Emprego"", """", ""Luiz Marinho"", ""PT / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:44,lula_2023_presente,2,44,True,"[""Transportes"", """", ""Renan Filho"", ""MDB / AL"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:45,lula_2023_presente,2,45,True,"[""Turismo"", """", ""Daniela Carneiro"", ""UNIÃO / RJ"", ""1.º de janeiro de 2023"", ""14 de julho de 2023"", ""[ 31 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:46,lula_2023_presente,2,46,True,"[""Turismo"", """", ""Celso Sabino"", ""UNIÃO / PA"", ""3 de agosto de 2023"", ""23 de dezembro de 2025"", ""[ 32 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:47,lula_2023_presente,2,47,True,"[""Turismo"", """", ""Gustavo Feliciano"", ""Sem partido/ PB"", ""23 de dezembro de 2025"", ""Em exercício"", ""[ 33 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:48,lula_2023_presente,2,48,False,"[""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério"", ""Órgãos com status de ministério""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:49,lula_2023_presente,2,49,True,"[""Advocacia-Geral da União"", """", ""Jorge Messias"", ""PT / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:50,lula_2023_presente,2,50,True,"[""Controladoria-Geral da União"", """", ""Vinícius Marques de Carvalho"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:51,lula_2023_presente,2,51,True,"[""Casa Civil"", """", ""Rui Costa"", ""PT / BA"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:52,lula_2023_presente,2,52,True,"[""Gabinete de Segurança Institucional"", """", ""Gonçalves Dias"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""19 de abril de 2023"", ""[ 34 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:53,lula_2023_presente,2,53,True,"[""Gabinete de Segurança Institucional"", """", ""Ricardo Cappelli (interino)"", ""PSB / RJ"", ""19 de abril de 2023"", ""4 de maio de 2023"", ""[ 35 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:54,lula_2023_presente,2,54,True,"[""Gabinete de Segurança Institucional"", """", ""Marcos Antonio Amaro dos Santos"", ""Sem partido/ SP"", ""4 de maio de 2023"", ""Em exercício"", ""[ 36 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:55,lula_2023_presente,2,55,False,"[""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério"", ""Secretarias com status de ministério""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:56,lula_2023_presente,2,56,True,"[""Secretaria-Geral da Presidência da República"", """", ""Márcio Macêdo"", ""PT / SE"", ""1.º de janeiro de 2023"", ""29 de outubro de 2025""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:57,lula_2023_presente,2,57,True,"[""Secretaria-Geral da Presidência da República"", """", ""Guilherme Boulos"", ""PSOL / SP"", ""29 de outubro de 2025"", ""Em exercício"", ""[ 37 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:58,lula_2023_presente,2,58,True,"[""Secretaria de Comunicação Social"", """", ""Paulo Pimenta"", ""PT / RS"", ""1.º de janeiro de 2023"", ""8 de janeiro de 2025"", ""[ 38 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:59,lula_2023_presente,2,59,True,"[""Secretaria de Comunicação Social"", """", ""Laércio Portela (interino)"", ""Sem partido/ PE"", ""15 de maio de 2024"", ""10 de setembro de 2024"", ""[ 39 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:60,lula_2023_presente,2,60,True,"[""Secretaria de Comunicação Social"", """", ""Sidônio Palmeira"", ""Sem partido/ BA"", ""07 de janeiro de 2025"", ""Em exercício"", ""[ 40 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:61,lula_2023_presente,2,61,True,"[""Secretaria Extraordinária da Presidência da República para Apoio à Reconstrução do Rio Grande do Sul"", """", ""Paulo Pimenta"", ""PT / RS"", ""15 de maio de 2024"", ""10 de setembro de 2024 (Secretaria extinta)"", ""[ 41 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:62,lula_2023_presente,2,62,True,"[""Secretaria de Relações Institucionais"", """", ""Alexandre Padilha"", ""PT / SP"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
lula_2023_presente:2:63,lula_2023_presente,2,63,True,"[""Secretaria de Relações Institucionais"", """", ""Gleisi Hoffmann"", ""PT / PR"", ""10 de março de 2025"", ""Em exercício"", ""[ 42 ] [ 30 ]""]",2015-01-01,2026-03-20,pinned_source_inventory_only_not_population_certified
